Source,Destination,Packet_Size,Attack_Type,Timestamp,Direction
Client4,Server,1459,DDoS,9.718342628498556,OUT
Client1,Server,334,BruteForce,9.741204691480696,OUT
Client4,Server,315,BruteForce,9.742986956669368,OUT
Client3,Server,868,Exfiltration,9.761429706324543,OUT
Client2,Server,1148,Exfiltration,9.869782871532022,OUT
Client5,Server,202,PortScan,9.878318195957032,OUT
Client1,Server,1312,DDoS,9.882730695896091,OUT
Client5,Server,1112,Exfiltration,10.10778795657497,OUT
Client1,Server,453,Benign,10.237307810088733,OUT
Client3,Server,262,PortScan,10.265444531067127,OUT
Client3,Server,1018,Exfiltration,10.310400835460078,OUT
Client2,Server,280,PortScan,10.383420491771767,OUT
Client2,Server,1519,DDoS,10.45522994940295,OUT
Client1,Server,1791,DDoS,10.489049090758984,OUT
Client2,Server,877,Exfiltration,10.546248771399629,OUT
Client5,Server,262,PortScan,10.726006027648529,OUT
Client4,Server,235,BruteForce,10.770435032454044,OUT
Client1,Server,866,Benign,10.781258377575496,OUT
Client2,Server,300,BruteForce,10.839668988938964,OUT
Client4,Server,1955,DDoS,10.878378651702544,OUT
Client3,Server,1053,Exfiltration,10.881772731139103,OUT
Client3,Server,252,PortScan,10.941555011219561,OUT
Client1,Server,360,BruteForce,11.110577307275557,OUT
Client5,Server,817,Exfiltration,11.19906375517441,OUT
Client2,Server,1459,DDoS,11.252604718412918,OUT
Client1,Server,994,Benign,11.313656539427798,OUT
Client2,Server,1067,Exfiltration,11.411087633783982,OUT
Client2,Server,162,PortScan,11.411791121180235,OUT
Client3,Server,1074,Exfiltration,11.541672142937248,OUT
Client1,Server,1344,DDoS,11.614241786700644,OUT
Client4,Server,1751,DDoS,11.651465465442355,OUT
Client4,Server,398,BruteForce,11.671162807799046,OUT
Client3,Server,284,PortScan,11.807526066528105,OUT
Client5,Server,121,PortScan,11.864794847075615,OUT
Client2,Server,281,PortScan,11.954345624492602,OUT
Client1,Server,828,Benign,12.038312494298912,OUT
Client2,Server,1530,DDoS,12.134474971875031,OUT
Client2,Server,274,BruteForce,12.157509910988832,OUT
Client2,Server,1021,Exfiltration,12.217061102060585,OUT
Client5,Server,1186,Exfiltration,12.28542160423239,OUT
Client1,Server,387,BruteForce,12.334028803039816,OUT
Client1,Server,1779,DDoS,12.378583393656353,OUT
Client2,Server,182,PortScan,12.458619464371473,OUT
Client1,Server,702,Benign,12.683597502453257,OUT
Client4,Server,271,BruteForce,12.713470159850878,OUT
Client3,Server,1191,Exfiltration,12.744467463578028,OUT
Client5,Server,112,PortScan,12.754656040346294,OUT
Client4,Server,1943,DDoS,12.95361483962801,OUT
Client2,Server,350,BruteForce,13.020016204895011,OUT
Client2,Server,1530,DDoS,13.059040822011546,OUT
Client2,Server,206,PortScan,13.127477392584403,OUT
Client1,Server,216,BruteForce,13.17773602146488,OUT
Client1,Server,988,Benign,13.262324896169869,OUT
Client3,Server,107,PortScan,13.263727853375638,OUT
Client2,Server,1153,Exfiltration,13.49690793899347,OUT
Client1,Server,1961,DDoS,13.584222908459246,OUT
Client2,Server,321,BruteForce,13.61518178109357,OUT
Client5,Server,803,Exfiltration,13.70807765188875,OUT
Client1,Server,384,BruteForce,13.730193968807363,OUT
Client2,Server,280,PortScan,13.815503238484217,OUT
Client5,Server,140,PortScan,13.871510083240956,OUT
Client3,Server,172,PortScan,13.92195665424393,OUT
Client1,Server,1000,Benign,13.968708514827963,OUT
Client4,Server,364,BruteForce,14.00989465550249,OUT
Client3,Server,978,Exfiltration,14.030864429538335,OUT
Client2,Server,1615,DDoS,14.275691559043448,OUT
Client2,Server,109,PortScan,14.37089866044857,OUT
Client4,Server,1627,DDoS,14.414153944252403,OUT
Client1,Server,1686,DDoS,14.473475307970826,OUT
Client4,Server,326,BruteForce,14.538010334466975,OUT
Client1,Server,643,Benign,14.60547993138976,OUT
Client5,Server,118,PortScan,14.691489027117527,OUT
Client2,Server,1513,DDoS,14.788697316960763,OUT
Client2,Server,238,BruteForce,14.81404005261211,OUT
Client1,Server,235,BruteForce,14.853414765140235,OUT
Client2,Server,1185,Exfiltration,14.9388064460274,OUT
Client5,Server,1175,Exfiltration,15.023287001730129,OUT
Client1,Server,1630,DDoS,15.162791842292075,OUT
Client3,Server,150,PortScan,15.240417907976779,OUT
Client4,Server,1562,DDoS,15.297774699382071,OUT
Client2,Server,1907,DDoS,15.307303109541472,OUT
Client1,Server,626,Benign,15.31878094368171,OUT
Client2,Server,242,PortScan,15.42560753899855,OUT
Client3,Server,1175,Exfiltration,15.467493733407508,OUT
Client5,Server,157,PortScan,15.731860500956184,OUT
Client1,Server,746,Benign,15.807884219178668,OUT
Client1,Server,336,BruteForce,15.846631181884323,OUT
Client4,Server,218,BruteForce,15.902201973500079,OUT
Client2,Server,322,BruteForce,16.156429346083634,OUT
Client3,Server,280,PortScan,16.194806684178896,OUT
Client1,Server,1507,DDoS,16.27362716242962,OUT
Client4,Server,1517,DDoS,16.29711161427748,OUT
Client2,Server,960,Exfiltration,16.30299218986766,OUT
Client1,Server,1472,Benign,16.320411316765128,OUT
Client5,Server,1139,Exfiltration,16.32143953996408,OUT
Client2,Server,223,PortScan,16.353166443282184,OUT
Client5,Server,188,PortScan,16.45610416715464,OUT
Client2,Server,1842,DDoS,16.488776170585734,OUT
Client4,Server,290,BruteForce,16.573273504863902,OUT
Client3,Server,802,Exfiltration,16.621153506560645,OUT
Client1,Server,1346,Benign,17.000197549589505,OUT
Client2,Server,1021,Exfiltration,17.118556059813727,OUT
Client2,Server,1934,DDoS,17.131345570210847,OUT
Client3,Server,1141,Exfiltration,17.15563193077487,OUT
Client3,Server,148,PortScan,17.184980631311248,OUT
Client5,Server,1051,Exfiltration,17.195432536060796,OUT
Client1,Server,1255,DDoS,17.26441802752332,OUT
Client1,Server,262,BruteForce,17.28477650462169,OUT
Client2,Server,176,PortScan,17.324580617442034,OUT
Client2,Server,278,BruteForce,17.348994303970535,OUT
Client4,Server,1672,DDoS,17.629140696958345,OUT
Client1,Server,574,Benign,17.657609819428593,OUT
Client4,Server,308,BruteForce,17.682479621228286,OUT
Client3,Server,196,PortScan,17.720167496643487,OUT
Client2,Server,1843,DDoS,17.73551937208958,OUT
Client5,Server,222,PortScan,17.955113821958115,OUT
Client3,Server,1067,Exfiltration,17.972334556116504,OUT
Client1,Server,398,BruteForce,17.97666911506951,OUT
Client1,Server,1804,DDoS,18.267231231126907,OUT
Client1,Server,1020,Benign,18.284961782556294,OUT
Client2,Server,929,Exfiltration,18.3152298443398,OUT
Client5,Server,1124,Exfiltration,18.337337274613663,OUT
Client2,Server,1812,DDoS,18.36759741005193,OUT
Client2,Server,282,PortScan,18.708287050305707,OUT
Client4,Server,1398,DDoS,18.73442610023756,OUT
Client2,Server,369,BruteForce,18.747348157997404,OUT
Client1,Server,1310,Benign,18.833237256857107,OUT
Client1,Server,1819,DDoS,18.859899176089183,OUT
Client4,Server,207,BruteForce,19.00575010190215,OUT
Client3,Server,274,PortScan,19.051813443711254,OUT
Client1,Server,398,BruteForce,19.125059750376778,OUT
Client3,Server,1067,Exfiltration,19.226876093628334,OUT
Client5,Server,286,PortScan,19.405638600082806,OUT
Client2,Server,977,Exfiltration,19.413105074868305,OUT
Client1,Server,662,Benign,19.42915121423258,OUT
Client5,Server,830,Exfiltration,19.490279222272353,OUT
Client2,Server,1957,DDoS,19.49870546245326,OUT
Client4,Server,231,BruteForce,19.534996902207936,OUT
Client4,Server,1678,DDoS,19.66220633875903,OUT
Client1,Server,1318,DDoS,19.692995406472818,OUT
Client1,Server,1314,Benign,19.763092506045062,OUT
Client2,Server,278,PortScan,19.825939996004294,OUT
Client2,Server,212,BruteForce,19.981533158978888,OUT
Client2,Server,988,Exfiltration,20.055238894374526,OUT
Client5,Server,1058,Exfiltration,20.091292383874034,OUT
Client1,Server,214,BruteForce,20.110277415887165,OUT
Client3,Server,226,PortScan,20.18782389193141,OUT
Client4,Server,232,BruteForce,20.294648070298717,OUT
Client3,Server,830,Exfiltration,20.32647889684163,OUT
Client1,Server,999,Benign,20.477551125272342,OUT
Client1,Server,281,BruteForce,20.61166461859961,OUT
Client5,Server,992,Exfiltration,20.630559336169217,OUT
Client2,Server,1355,DDoS,20.66811678864234,OUT
Client2,Server,218,BruteForce,20.68563432078593,OUT
Client4,Server,1893,DDoS,20.693492870130036,OUT
Client2,Server,293,PortScan,20.73655383335239,OUT
Client1,Server,1901,DDoS,20.77301700352974,OUT
Client3,Server,885,Exfiltration,20.833064253326345,OUT
Client5,Server,282,PortScan,20.88968644576062,OUT
Client1,Server,966,Benign,20.940308601804414,OUT
Client4,Server,200,BruteForce,20.940564855086464,OUT
Client3,Server,209,PortScan,21.023343503309647,OUT
Client2,Server,970,Exfiltration,21.242696998003375,OUT
Client2,Server,378,BruteForce,21.275657165322606,OUT
Client4,Server,1982,DDoS,21.3329548002459,OUT
Client1,Server,546,Benign,21.55707843368124,OUT
Client5,Server,834,Exfiltration,21.610070609293633,OUT
Client2,Server,1444,DDoS,21.689564792847747,OUT
Client1,Server,362,BruteForce,21.886892235353834,OUT
Client1,Server,1616,DDoS,21.911098779569702,OUT
Client3,Server,210,PortScan,21.939409332750756,OUT
Client5,Server,164,PortScan,22.10222077396748,OUT
Client3,Server,905,Exfiltration,22.117393006064802,OUT
Client2,Server,177,PortScan,22.13627176906766,OUT
Client1,Server,818,Benign,22.15743784074133,OUT
Client4,Server,311,BruteForce,22.277060481498324,OUT
Client2,Server,1983,DDoS,22.40275720430769,OUT
Client2,Server,1162,Exfiltration,22.60645836958112,OUT
Client3,Server,270,PortScan,22.65923576338737,OUT
Client5,Server,216,PortScan,22.703533129785516,OUT
Client2,Server,240,BruteForce,22.731926827682194,OUT
Client5,Server,901,Exfiltration,22.75062150705639,OUT
Client4,Server,1840,DDoS,22.79108557701832,OUT
Client1,Server,1184,Benign,22.798219770275157,OUT
Client1,Server,1357,DDoS,23.03416315227508,OUT
Client4,Server,295,BruteForce,23.211655249992518,OUT
Client1,Server,1146,Benign,23.346691102101637,OUT
Client2,Server,268,PortScan,23.37468405533023,OUT
Client1,Server,368,BruteForce,23.382697684619735,OUT
Client5,Server,916,Exfiltration,23.421057497396163,OUT
Client4,Server,1960,DDoS,23.444265988127807,OUT
Client3,Server,155,PortScan,23.46684505122358,OUT
Client2,Server,323,BruteForce,23.498524821710017,OUT
Client3,Server,1029,Exfiltration,23.59079998461013,OUT
Client5,Server,106,PortScan,23.626266566828118,OUT
Client2,Server,1370,DDoS,23.723005871702213,OUT
Client2,Server,1093,Exfiltration,23.729081049564524,OUT
Client1,Server,579,Benign,24.009539740604694,OUT
Client4,Server,1756,DDoS,24.119485826352008,OUT
Client4,Server,209,BruteForce,24.218109048570767,OUT
Client2,Server,217,PortScan,24.29404719622664,OUT
Client1,Server,1877,DDoS,24.32918748491131,OUT
Client1,Server,226,BruteForce,24.412696872130475,OUT
Client5,Server,989,Exfiltration,24.5032840885638,OUT
Client1,Server,1013,Benign,24.510771841946823,OUT
Client2,Server,335,BruteForce,24.549691170064364,OUT
Client5,Server,299,PortScan,24.570819538560073,OUT
Client2,Server,1311,DDoS,24.578963900431038,OUT
Client3,Server,831,Exfiltration,24.65449638868769,OUT
Client3,Server,159,PortScan,24.693571089684788,OUT
Client2,Server,1098,Exfiltration,24.724717117906653,OUT
Client2,Server,178,PortScan,24.83446233268231,OUT
Client4,Server,306,BruteForce,25.052333750451997,OUT
Client1,Server,867,Benign,25.170620718882386,OUT
Client5,Server,178,PortScan,25.19652481737329,OUT
Client5,Server,969,Exfiltration,25.24651750421053,OUT
Client2,Server,1881,DDoS,25.32904835624838,OUT
Client3,Server,159,PortScan,25.363814955025084,OUT
Client1,Server,381,BruteForce,25.37259421969169,OUT
Client4,Server,1390,DDoS,25.416449589021113,OUT
Client3,Server,850,Exfiltration,25.43703606726548,OUT
Client1,Server,1785,DDoS,25.46079898127924,OUT
Client2,Server,1109,Exfiltration,25.569784950684717,OUT
Client2,Server,221,BruteForce,25.594859287912055,OUT
Client4,Server,314,BruteForce,25.678934315083083,OUT
Client1,Server,571,Benign,25.754401513361877,OUT
Client2,Server,118,PortScan,25.85963092065928,OUT
Client2,Server,1822,DDoS,25.986076014487335,OUT
Client1,Server,495,Benign,26.028902339182007,OUT
Client4,Server,1554,DDoS,26.11392328457999,OUT
Client3,Server,279,PortScan,26.13825317626446,OUT
Client1,Server,1254,DDoS,26.16445221411525,OUT
Client3,Server,885,Exfiltration,26.218400572225857,OUT
Client1,Server,240,BruteForce,26.299511989569847,OUT
Client5,Server,988,Exfiltration,26.32317858938907,OUT
Client2,Server,1111,Exfiltration,26.426516765213385,OUT
Client5,Server,161,PortScan,26.57518189823014,OUT
Client1,Server,1063,Benign,26.66485883395517,OUT
Client4,Server,267,BruteForce,26.921654991904756,OUT
Client1,Server,585,Benign,27.004066917436287,OUT
Client2,Server,1205,DDoS,27.008782701117017,OUT
Client2,Server,1085,Exfiltration,27.08830226715415,OUT
Client2,Server,213,BruteForce,27.09306933330701,OUT
Client2,Server,104,PortScan,27.188555101727562,OUT
Client4,Server,1495,DDoS,27.23529451593886,OUT
Client3,Server,201,PortScan,27.26022166469189,OUT
Client5,Server,269,PortScan,27.338012441410694,OUT
Client1,Server,1555,DDoS,27.365438365630297,OUT
Client3,Server,824,Exfiltration,27.469264976596833,OUT
Client1,Server,237,BruteForce,27.620689156798903,OUT
Client1,Server,471,Benign,27.65983749025923,OUT
Client4,Server,378,BruteForce,27.71007818428978,OUT
Client2,Server,1175,Exfiltration,27.711994666185,OUT
Client5,Server,833,Exfiltration,27.766958457541403,OUT
Client1,Server,717,Benign,27.89692870755362,OUT
Client2,Server,258,PortScan,27.961539124062757,OUT
Client2,Server,1684,DDoS,28.104780433989827,OUT
Client2,Server,237,BruteForce,28.112554850009886,OUT
Client3,Server,1036,Exfiltration,28.138207144590726,OUT
Client1,Server,1088,Benign,28.202350684811538,OUT
Client1,Server,1634,DDoS,28.402022073803845,OUT
Client4,Server,1545,DDoS,28.433516014744384,OUT
Client3,Server,274,PortScan,28.45174908226052,OUT
Client2,Server,924,Exfiltration,28.62502116819119,OUT
Client5,Server,129,PortScan,28.796829640433025,OUT
Client4,Server,203,BruteForce,28.952541055628032,OUT
Client1,Server,429,Benign,28.99153453560025,OUT
Client1,Server,236,BruteForce,29.020065673053598,OUT
Client4,Server,1781,DDoS,29.140056584655046,OUT
Client5,Server,832,Exfiltration,29.18892363629453,OUT
Client2,Server,1370,DDoS,29.191811246909307,OUT
Client2,Server,237,PortScan,29.223476987223922,OUT
Client1,Server,900,Benign,29.224827203467978,OUT
Client2,Server,1026,Exfiltration,29.238236865475756,OUT
Client3,Server,148,PortScan,29.298942465315665,OUT
Client1,Server,1513,DDoS,29.369976146189874,OUT
Client2,Server,224,BruteForce,29.441226032566448,OUT
Client3,Server,854,Exfiltration,29.46033150855799,OUT
Client1,Server,867,Benign,29.617949199661506,OUT
Client4,Server,273,BruteForce,29.727813894790202,OUT
Client1,Server,243,BruteForce,29.736697301348634,OUT
Client2,Server,999,Exfiltration,29.777859023573548,OUT
Client2,Server,189,PortScan,29.792292546581045,OUT
Client1,Server,889,Benign,29.993948249455208,OUT
Client4,Server,1945,DDoS,30.020581738771487,OUT
Client5,Server,118,PortScan,30.15162407860438,OUT
Client1,Server,953,Benign,30.226216814436402,OUT
Client3,Server,223,PortScan,30.235406106158923,OUT
Client1,Server,1265,DDoS,30.3118969343492,OUT
Client2,Server,944,Exfiltration,30.40164609811673,OUT
Client2,Server,1482,DDoS,30.452879516642927,OUT
Client5,Server,972,Exfiltration,30.605803513504654,OUT
Client2,Server,365,BruteForce,30.70179839979077,OUT
Client1,Server,382,BruteForce,30.787422764472776,OUT
Client1,Server,1147,Benign,30.86784710279483,OUT
Client3,Server,810,Exfiltration,30.937158024577037,OUT
Client3,Server,131,PortScan,30.943610260135088,OUT
Client4,Server,235,BruteForce,31.054139144884005,OUT
Client2,Server,1861,DDoS,31.099571627431875,OUT
Client2,Server,184,PortScan,31.112992452798185,OUT
Client1,Server,1679,DDoS,31.12749501469252,OUT
Client5,Server,860,Exfiltration,31.1461216630973,OUT
Client2,Server,206,BruteForce,31.234293747272655,OUT
Client4,Server,1494,DDoS,31.295017138532828,OUT
Client1,Server,231,BruteForce,31.35482856513844,OUT
Client2,Server,1061,Exfiltration,31.370022314701874,OUT
Client5,Server,295,PortScan,31.44762348010282,OUT
Client3,Server,1059,Exfiltration,31.583806823242643,OUT
Client4,Server,339,BruteForce,31.61665134872045,OUT
Client1,Server,668,Benign,31.664593974079384,OUT
Client3,Server,208,PortScan,31.78213038424229,OUT
Client1,Server,1343,DDoS,32.00859816220113,OUT
Client2,Server,824,Exfiltration,32.127707914348875,OUT
Client2,Server,290,PortScan,32.13743654268912,OUT
Client1,Server,525,Benign,32.15205235436468,OUT
Client4,Server,1634,DDoS,32.23509653121618,OUT
Client5,Server,982,Exfiltration,32.361610363391115,OUT
Client3,Server,1070,Exfiltration,32.4682065169378,OUT
Client2,Server,1554,DDoS,32.52201872689636,OUT
Client1,Server,1542,DDoS,32.53394690483229,OUT
Client1,Server,1345,Benign,32.63404227761007,OUT
Client2,Server,304,BruteForce,32.63629032631284,OUT
Client4,Server,371,BruteForce,32.65055818533208,OUT
Client1,Server,244,BruteForce,32.65618657308078,OUT
Client5,Server,273,PortScan,32.870182148431674,OUT
Client5,Server,862,Exfiltration,33.18179084343175,OUT
Client1,Server,1135,Benign,33.1831435771253,OUT
Client2,Server,251,PortScan,33.19078653985924,OUT
Client3,Server,286,PortScan,33.22466911045984,OUT
Client2,Server,388,BruteForce,33.28369589514631,OUT
Client1,Server,1096,Benign,33.39011536255787,OUT
Client2,Server,1661,DDoS,33.414803255172515,OUT
Client5,Server,268,PortScan,33.43634606361615,OUT
Client2,Server,993,Exfiltration,33.50003956697675,OUT
Client4,Server,1567,DDoS,33.714130455632116,OUT
Client1,Server,457,Benign,33.729439269000565,OUT
Client3,Server,1003,Exfiltration,33.80223467048038,OUT
Client1,Server,373,BruteForce,33.868201209052955,OUT
Client1,Server,1533,DDoS,33.90103927956494,OUT
Client2,Server,215,PortScan,33.906514327324444,OUT
Client4,Server,234,BruteForce,34.067666393221366,OUT
Client5,Server,299,PortScan,34.347459965607456,OUT
Client1,Server,1434,Benign,34.39298243870074,OUT
Client2,Server,299,BruteForce,34.42637915023653,OUT
Client4,Server,1612,DDoS,34.5315294390016,OUT
Client2,Server,897,Exfiltration,34.58052055576478,OUT
Client5,Server,1094,Exfiltration,34.62878906852767,OUT
Client3,Server,253,PortScan,34.650109176347605,OUT
Client1,Server,537,Benign,34.83715704360116,OUT
Client2,Server,1785,DDoS,34.84700683575092,OUT
Client1,Server,370,BruteForce,34.855873797290485,OUT
Client3,Server,878,Exfiltration,34.9246596085685,OUT
Client2,Server,242,PortScan,35.08784305677911,OUT
Client5,Server,127,PortScan,35.169321769152525,OUT
Client2,Server,912,Exfiltration,35.171823804472055,OUT
Client1,Server,1690,DDoS,35.238344241003574,OUT
Client3,Server,206,PortScan,35.32180671032101,OUT
Client3,Server,903,Exfiltration,35.49351725282783,OUT
Client4,Server,345,BruteForce,35.527724020071595,OUT
Client4,Server,1320,DDoS,35.57337872260911,OUT
Client1,Server,1422,Benign,35.59879272250124,OUT
Client2,Server,205,BruteForce,35.618568551216796,OUT
Client1,Server,1620,DDoS,35.7489130225613,OUT
Client1,Server,336,BruteForce,35.78363787042368,OUT
Client5,Server,1162,Exfiltration,35.7899583349432,OUT
Client2,Server,968,Exfiltration,35.86846031495898,OUT
Client5,Server,202,PortScan,35.96794499034353,OUT
Client2,Server,1551,DDoS,35.9943260646111,OUT
Client4,Server,295,BruteForce,36.043482766564,OUT
Client3,Server,207,PortScan,36.159809223326725,OUT
Client3,Server,920,Exfiltration,36.184817975368894,OUT
Client1,Server,1465,Benign,36.396234971579716,OUT
Client2,Server,303,BruteForce,36.49568320032175,OUT
